"","MM13","MM14","MM15","MM16","MM17","MM18","MM19","MM20","MM21"
"nbis-gene-1651",1039.48440257479,1095.45001641062,971.199176738156,532.678274843219,651.123213948126,397.263051365611,470.510884927525,352.896531517757,460.660743978547
"nbis-gene-1652",6121.40814849599,6382.56281750881,7224.58536525698,3786.27087370069,4009.15104747199,4050.10131278863,4177.77297824536,3699.29670772347,3559.02347810406
"nbis-gene-1653",115.498266952754,99.3899423173342,104.610549622062,224.575899896919,208.057583264881,162.148184230862,190.931953303923,130.806981015915,160.787368883304
"nbis-gene-1654",3175.32735432989,2836.93465788391,3436.65027832478,2378.92856768,2306.95973153806,2385.37995468512,1355.84416840226,1501.92763813957,1738.08186486124
"nbis-gene-1655",1780.5982821883,1424.94928170178,1737.05171903301,1236.34942785357,1301.16840933011,1200.7973865541,859.193789867654,827.189469877621,975.57489463551
"nbis-gene-1656",1420.97867826722,1370.93300870323,1363.81160988762,1351.39532744988,1460.71515711873,1059.36813697496,2804.88131401239,2089.14746658512,1871.24931761735
"nbis-gene-1657",50505.1171725753,52980.240882439,51330.2011694921,18612.2201949657,17942.5410148222,18417.3312588887,20322.8880296473,18795.7397973444,18035.8052310573
"nbis-gene-1658",72154.0423312499,71530.5093556015,73811.1374320999,26540.1434541338,24994.9384745054,29721.7621695169,20980.9213687126,21381.7655803065,20407.172315692
"nbis-gene-1659",30236.0463092378,31221.4057931626,32311.7449505478,9828.54455934833,8656.48908609843,10875.6390456622,6121.18750294601,6433.06850521436,6548.87939887275
"nbis-gene-1660",8692.11957506563,8956.97838861976,8558.692745005,2926.57856918301,2829.79873611561,2843.89898676017,1667.24509224319,1872.70426058756,1908.73348950426
"nbis-gene-1661",4718.8041945167,5165.03602412147,4339.40057691517,12105.8229828645,13981.9008028265,11493.6037922309,25489.4157660737,20701.3810675403,19937.6337415297
"nbis-gene-1662",4353.9346693705,4216.51027026691,4534.41530522296,5083.29519380711,5190.65939596064,5677.88891781734,12760.6188791455,10742.1704194005,9454.88914568388
"nbis-gene-1663",20485.1926204385,20920.5025323389,21075.7970281782,12447.020753585,12696.9026719884,13669.0919306616,14454.0034649958,13429.8304034397,13535.7317534767
"nbis-gene-1664",1122.60815530594,960.409333914241,1114.55437436839,1830.49058056331,1693.56716740481,1861.100825672,1153.54721787787,1136.79736019587,1225.14056535622
"nbis-gene-1665",5171.17240674833,5637.13825012881,6212.05856397677,7373.18138714202,7146.18507493729,7534.4856272607,12084.4015445275,10915.3249841986,10496.5545539095
"nbis-gene-1666",32095.3934098029,32269.3214893345,33068.5570749741,24438.5858224669,23526.6771874237,26380.6087511155,22176.5190763063,23436.0939224486,22937.3539180581
"nbis-gene-1667",38221.1764926532,40077.9139140051,39178.5880658627,30484.7994361829,30864.7495671337,30670.3290472675,27097.5628727705,24963.4301108574,24320.3225755698
"nbis-gene-1668",4589.30613763028,4259.72328866575,3977.78386217224,3002.22518809566,3176.92071441246,2854.70886570889,1980.9190155282,2124.90764844558,2270.75167588569
"nbis-gene-1669",7667.50994929536,7771.86135903155,7985.27195448407,5110.08670467201,5059.14113089164,5361.69995856716,3441.3211583588,4178.29493317024,4225.84716746059
"nbis-gene-1670",1681.72476578177,1544.86540775856,1641.48158727952,1211.13388821602,1345.36717054182,1528.69704799873,1322.8856764629,1564.0374276867,1476.67908722888
"nbis-gene-1671",1867.22198240286,2059.10032670477,1987.60044281918,1378.97482392845,1469.33930564784,1304.39205981271,994.437256791266,956.114336058775,1078.16315453651
"nbis-gene-1672",15426.0185331596,18246.6970189106,15499.1506915354,31260.1772800375,34567.7433418222,28448.8989233047,34851.9004762982,31705.1654489726,32609.2566904557
"nbis-gene-1673",1802.47295395965,1952.14810616764,1706.05600062647,2536.52569041468,2690.73434108364,2670.04010033485,5702.95560523266,5006.42546046524,4480.34496606116
"nbis-gene-1674",12453.6881328678,13132.4362914078,12366.0001559413,47936.3168222077,60493.0118389057,55186.233679728,90914.2952651627,82084.6742884475,76236.8870645096
"nbis-gene-1675",85.7487133437117,72.3818058180586,77.4892960163423,81.9505038220337,97.0216709525353,65.7600969380716,123.878469703141,100.693143659733,110.479664508774
"nbis-gene-1676",117.248240694463,113.434173296958,116.233944024513,124.501726960397,156.312692090196,135.123486859051,176.15745691731,159.979760954716,151.909538699564
"nbis-gene-1677",308.870365411533,292.768199652148,273.795512591076,311.254317400994,309.391328481974,254.932978540743,294.353428010215,207.03263182375,316.642609886753
"nbis-gene-1678",4871.92689691619,5023.51338886526,4407.84945506294,2293.82612140327,2345.76839991907,2219.62847747135,1278.56218730306,1622.3829875643,1664.0999466634
"nbis-gene-1679",75114.1229153497,73171.5237292974,68633.5609699413,34680.8228289937,32793.3247819569,34802.4052754173,19356.8632659073,21345.0643410287,22853.5077441006
"nbis-gene-1680",59205.1116294786,61559.1053600689,57373.0747704998,28641.7010858008,25950.0629241048,32240.4639645696,14300.5760025194,17167.7104652758,18855.5248846893
"nbis-gene-1681",196.872045942195,231.189648433799,249.257235519234,248.215468307121,225.30588032311,238.718160117657,125.014969425188,194.798885397802,187.420859434527
"nbis-gene-1682",10096.4735027866,10942.6165840465,10913.0758556349,8066.60872717461,7873.84760708131,7742.57579702364,9212.46674691429,8134.50031583863,8646.0201733875
"nbis-gene-1683",1277.48083144713,1191.59898234804,1234.66278319372,1280.47662221928,1166.4160885627,1289.07806463535,1237.64819730936,1504.75081039171,1483.58406626067
"nbis-gene-1684",1577.60132815012,1482.20653108025,1486.50299524683,1614.5825224168,1383.0978203567,1314.30111551571,1842.26604943845,1649.67365266834,1714.40765103793
"nbis-gene-1685",654.490179398942,597.419979363976,605.707997194409,722.582807738509,678.073678101608,740.476707987601,762.591313493645,721.791039130985,762.506970225732
"nbis-gene-1686",111.123332598483,74.5424567380007,82.6552490840984,241.123597784061,256.568418741149,319.792252233088,422.777896601544,430.063239742973,437.97295573121
"nbis-gene-1687",40.2493960592932,71.3014803580876,72.3233429485861,196.99640341835,170.326933450006,227.007457923206,326.175420227535,340.662785091808,316.642609886753
"nbis-gene-1688",327.245089699471,286.286246892321,289.293371794344,666.635829167697,634.952935456036,785.517870273952,1299.01918229991,1187.61446073442,951.900680812201
"nbis-gene-1689",909.111358817514,956.088032074357,865.297138849155,1674.46942905598,1443.4668600605,1764.71273837921,2578.71786932501,2248.18617012245,1861.38506185764
"nbis-gene-1690",1112.10831285569,1137.58270934949,1074.51823809328,1207.19396014765,1148.08977293833,1324.2101712187,1287.65418507943,1256.31165220321,1112.68804969551
"nbis-gene-1691",10468.3429228997,10896.1625892678,10375.8167365882,14697.5076662363,14292.3701498746,16430.1151788149,15581.4111892666,17537.5460303064,18192.6468976367
"nbis-gene-1692",4044.18931708811,3737.92609149974,4159.88370781064,1718.59662342169,1719.43961299215,1680.9361765266,1420.62465255895,1660.02528425953,1739.06829043721
"nbis-gene-1693",3183.20223616758,3270.14516733229,3264.88233882189,2313.52576174511,2444.94610800389,2428.61947048002,3390.17867086668,3336.04854461452,2769.88301732711
"nbis-gene-1694",2127.96806991742,1998.6021009464,1986.30895455224,1326.17978781233,1379.86376465828,1280.97065542381,2390.05891546518,1927.28559079564,1796.28097384354
"nbis-gene-1695",1384.22922969135,1319.07738662462,1370.26905122232,857.328347676661,917.393799784528,799.030218959857,1220.60070147865,921.29521161569,912.443657773353
"nbis-gene-1696",147.87278117436,140.442309796233,201.47216964249,102.438129777542,68.993188232914,106.297142995787,118.195971092905,106.339488164017,135.140303908053
"nbis-gene-1697",1824.34762573101,1911.09573868874,1668.60284088524,2966.76583548036,2546.27985322098,3576.26828553622,2240.04095215495,2403.46064399027,2646.57982033071
"nbis-gene-1698",912.611306300931,955.007706614386,874.337556717729,1345.0914425405,1226.7851282665,1599.86208441117,1098.9952312196,1216.78724067322,1179.76498886155
"nbis-gene-1699",2579.46129527818,2441.53553953452,2373.75543463395,2957.31000811627,2578.62041020516,3145.67477407871,1533.13812504162,1924.4624185435,2112.92358373029
"nbis-gene-1700",400.743986851224,396.479443809366,419.733686755187,412.904461564862,322.327551275645,431.494334703237,525.062871585788,391.479885630365,386.678825780708
"nbis-gene-1701",173.247400429132,184.735653655045,165.310498168197,172.568849394475,210.21362039716,222.503341694571,267.077434681083,210.796861493273,188.407285010498
"nbis-gene-1702",108.498371985921,79.9440840378558,109.776502689818,115.83388520999,130.440246502853,114.40455220733,171.611458029121,115.750062337824,144.018134091794
"nbis-gene-1703",358.744617050222,393.238467429453,410.693268886614,378.233094563233,327.717644106341,409.874576805789,500.059877700751,409.359976560598,401.475209420275
"nbis-gene-1704",101.498477019087,81.0244094978268,71.0318546816471,81.1625182083603,71.1492253651925,72.0658596581607,98.875475818103,96.9289139902104,86.805450685465
"nbis-gene-1705",1869.84694301543,1701.51259945436,1880.40691666324,1506.62849334354,1446.70091575891,1573.73821028508,1181.95971092905,1023.87047011018,1142.28081697464
"nbis-gene-1706",919.611201267765,867.501344356733,844.633326578131,1420.73806145314,1214.92692403897,1225.11961418873,1636.55959974791,1387.11863321913,1191.6020957732
"nbis-gene-1707",3159.57759065452,2869.34442168304,2988.50384969693,4578.19641544246,4540.61420057865,5072.53569668879,5350.64069139804,4287.4575935864,4329.42185293756
"nbis-gene-1708",1699.22450319886,1494.09011113993,1474.87960084438,2666.54331667079,2555.98202031623,2764.62654113619,2975.35627231947,2643.43028542234,2393.06844730611
"nbis-gene-1709",1199.60699994111,1167.83182222868,1022.85870741572,769.861944558913,751.378940599079,726.964359301696,1511.54463032272,1703.31392545904,1794.3081226916
"nbis-gene-1710",2614.46077011235,2607.90566037005,2458.99366025193,4158.98806896821,4111.56281125522,4570.77714881884,3381.0866730903,4281.81124908211,4783.17761788431
"nbis-gene-1711",946.735794264245,1080.32545997102,1044.81400795368,599.657052005458,593.988229942744,508.064310590033,453.463389096817,474.292938359865,541.547641208185
"nbis-gene-1712",1594.22607869635,1764.17147613268,1907.52817026896,915.639283088492,874.273057138957,819.749153611578,1098.9952312196,978.699714075911,982.479873667308
"nbis-gene-1713",285.245719898469,365.150005470206,452.020893428663,365.625324744458,327.717644106341,317.089782495907,248.893439128328,397.126230134649,421.203720939699
"nbis-gene-1714",31.4995273507512,30.2491128791887,41.3276245420492,40.1872662973435,42.0427240794319,45.0411622863504,47.7329883259808,51.7581579559376,51.294129950502
"nbis-gene-1715",48.9992647678352,60.4982257583774,71.0318546816471,68.5547483895859,54.9789468731033,84.6773850983388,50.0059877700751,43.2886411995115,44.3891509187037
"nbis-gene-1716",576.616347892918,518.556220786092,552.756978249908,900.667556428698,804.201850339903,1034.14508609461,933.066271800719,783.90082867811,791.113311928897
"nbis-gene-1717",6322.65512879245,6429.01681228757,5987.33960552938,11929.3142054016,12472.6748102315,11595.3968189981,10227.3609987024,9112.25897249716,8909.39580217181
"nbis-gene-1718",1224.98161919588,1179.71540228836,1189.46069385085,1500.32460843416,1343.21113340954,1426.00319798585,834.190795982616,896.827718763792,956.832808692057
"nbis-gene-1719",1024.60962577027,903.152084535776,969.907688471217,1219.01374435275,1111.4371416896,1365.64804052215,675.080834896014,857.303307233803,934.14502044472
"nbis-gene-1720",888.111673917014,871.822646196617,818.80356123935,1109.48374405215,1151.32382863675,1277.3673624409,733.042320720419,891.181374259508,994.316980578962
"nbis-gene-1721",357.869630179368,302.491128791887,307.374207531491,438.907986816084,444.143649249384,487.345375938312,350.041914390526,331.252210918001,417.258018635814
"nbis-gene-1722",786.613196897926,854.53743883708,732.273847354434,1217.4377731254,1125.45138304941,1267.4583067379,820.55279931805,940.116359963303,965.710638875798
"nbis-gene-1723",264.246034997969,247.394530333365,188.5572869731,404.236619814455,402.100925169952,435.998450931872,234.118942741715,319.959521909433,325.520440070494
"nbis-gene-1724",998.360019644643,972.292913973922,906.624763391205,1460.13734213681,1352.9133005048,1608.87031686844,827.371797650333,976.81759924115,1132.41656121493
"nbis-gene-1725",2606.58588827466,2828.29205420414,2971.71450222673,2303.28194876735,2338.2222699561,2561.04048760189,1882.0435397101,2171.01946189724,2260.88742012597
"nbis-gene-1726",3484.19771974143,3304.71558205136,3511.55659780724,2730.37015137834,2880.46560872416,2831.28746131999,4681.24235511226,3810.34148297439,3509.7021993055
"nbis-gene-1727",119.873201307025,126.39807881661,127.857338426965,174.144820621822,157.390710656335,169.354770196678,195.477952192112,214.561091162796,155.855241003448
"nbis-gene-1728",560.866584217543,502.351338886526,570.837813987055,397.144749291394,375.15046101647,400.866344348519,590.979855464524,581.573483941263,565.221855031493
"nbis-gene-1729",3583.94622301881,3653.660705622,4308.40485850863,4872.11504934264,5100.10583640494,5935.52436609526,10039.8385445646,8226.72394274194,8230.73500590363
"nbis-gene-1730",185.497216621091,224.707695673973,210.512587511063,247.427482693448,273.816715799377,274.751089946738,569.386360745628,661.563364418621,681.620072996094
"nbis-gene-1731",106.748398244212,78.8637585778848,91.6956669526717,122.925755733051,93.7876152541174,87.3798548355199,114.786471926763,138.335440354961,141.058857363881
"nbis-gene-1732",186.372203491945,207.422488314437,147.22966243105,178.084748690189,143.376469296524,177.462179408221,178.430456361404,211.737918910654,220.959329017547
"nbis-gene-1733",56.874146605523,77.7834331179138,67.15738988083,63.0388490938721,74.3832810636104,81.9749153611578,94.3294769299144,109.162660416159,94.6968552932345
"nbis-gene-1734",36.7494485758764,39.9720420189279,25.8297653387808,33.0953957742828,39.8866869471534,36.0329298290804,44.3234891598393,49.8760431211763,71.0226414699259
"nbis-gene-1735",20.9996849005008,36.7310656390148,36.1616714742931,51.2190648887711,32.3405569841784,21.6197578974482,48.8694880480279,48.9349857037956,41.4298741907901
"nbis-gene-1736",1453.35319248883,1517.85727125929,1503.29234271704,1327.75575903968,1320.57274352062,1326.01181771016,1683.15608835185,1467.10851369649,1232.04554438802
"nbis-gene-1737",5126.54807633476,5210.40969344025,5346.76142512762,10129.5550637716,10436.2977387944,11145.8860193803,22795.911424822,17608.12533661,16844.2031352841
"nbis-gene-1738",4164.06251839514,4032.85494207183,3875.75628908405,7871.97628059728,8940.00796899306,8147.04543435507,14092.5965533848,11939.1954543087,12093.5775614068
"nbis-gene-1739",1548.72676141194,1564.31126603804,1819.7069681171,437.332015588738,458.157890609194,460.320678566501,471.647384649572,396.185172717268,431.067976699411
"nbis-gene-1740",6720.77415503111,6548.93293834435,6155.23308023145,18240.2909853119,18049.26485287,19485.7076283209,18719.2869218388,18738.3352948842,20744.5298626742
"nbis-gene-1741",3390.57412456003,4549.25051193798,3587.75440555665,6731.76109761187,7913.73429402846,7940.75691108358,6408.72193262394,6146.04599291325,5637.42216667537
"nbis-gene-1742",5060.04907414984,5347.61102685657,5691.58879240034,2231.57525792307,2648.69161700421,2225.93424019144,1381.98366200935,1553.68579609551,1628.58862592844
