"","MM13","MM14","MM15","MM16","MM17","MM18","MM19","MM20","MM21"
"nbis-gene-1477",755.988656418029,695.72959622134,668.990922274422,619.356692347293,522.839004577551,579.229347002467,229.572943853527,275.72982329254,288.036268183588
"nbis-gene-1478",19819.3276117185,21027.454752876,22462.8554268707,12595.1620489556,12401.5255848663,12789.8884428321,13864.1601092533,14126.2128923014,14028.9445414623
"nbis-gene-1479",1280.1057920597,1160.26954400888,1244.99468932923,1015.71345602501,935.720115408896,1029.64096986597,535.291369084213,633.3316418972,669.78296608444
"nbis-gene-1480",12657.5600737769,13331.2161760424,12155.4875684302,14684.8998964175,14560.7967728433,15282.4663637587,15730.2926528548,13155.0416375646,13580.1209043954
"nbis-gene-1481",13945.5407476742,13877.8608587878,12198.1066812392,17237.1852991057,16031.2140970572,18420.9345518716,17063.4068268161,15298.7704343578,15409.940347822
"nbis-gene-1482",993.985085290372,1004.70267777305,967.324711937339,1682.34928519271,1903.78078780197,1845.78683049464,2375.28441907857,1919.7571314566,2221.43039708713
"nbis-gene-1483",4942.80083345538,5075.36901094387,4362.64736572007,6760.91656531778,6147.93988269232,7444.403302688,5051.74126449963,4974.4295082743,5027.81116072517
"nbis-gene-1484",3662.69504139568,3675.26721482143,3481.85236766765,5036.01605698671,4589.12503605492,5185.13860240466,4559.63688485321,4068.1912153367,4139.04171677512
"nbis-gene-1485",9273.98584418367,10533.1732347175,10712.8951742593,12455.6885953355,11790.2890578653,13515.951978888,14622.2054238588,12281.7403542353,11227.4959057041
"nbis-gene-1486",9006.23986170229,7801.03014645077,7885.82735792976,8158.01505836072,7922.35844255757,7988.50054310711,3897.05754689972,4117.12620104049,4620.41739784907
"nbis-gene-1487",3903.31643088059,3914.01914147502,3834.428664542,4348.10461624983,4422.03215830333,4686.0825242719,4349.38443627449,4198.99819635261,4443.84721975022
"nbis-gene-1488",121327.429486385,118503.060355142,121930.698769982,23775.1019357539,23589.2022642597,25054.5969334053,19818.2821530584,18068.3024137091,18503.3709540676
"nbis-gene-1489",339.49490589143,337.06154351096,317.706113667003,250.579425148142,264.114548704124,232.412397397568,377.317907719658,319.018464492052,387.665251356679
"nbis-gene-1490",434.868474814538,414.844976628873,480.433635301322,233.243741647327,236.086065984502,215.296755728755,153.427462476367,176.918794467569,152.895964275535
"nbis-gene-1491",2823.5826322465,3352.24990229009,3317.83335776639,1555.48360139129,1469.33930564784,1463.83777430639,1070.58273816843,1175.38071430847,1159.05005176615
"nbis-gene-1492",2900.58147688167,3168.59457409501,3452.14813752805,1602.7627382117,1627.80803487031,1644.90324669752,927.383773190484,1057.74853713589,1305.04103700989
"nbis-gene-1493",1233.73148790442,1347.16584858387,1194.62664691861,684.759498282186,644.65510255129,653.997676397808,430.733394655874,446.061215838444,509.982022777107
"nbis-gene-1494",328.120076570325,377.033585529888,334.495461137211,191.480504122636,188.653249074374,99.991380275698,80.6914802653484,90.3415120685457,107.52038778086
"nbis-gene-1495",5139.67287939757,5493.45496395266,5865.93970843711,2938.39835338811,2996.8916138672,3495.19419342079,1668.38159196523,2206.7796437577,2238.19963187864
"nbis-gene-1496",2687.08468039325,2683.52844256802,2376.33841116783,2370.26072592959,2115.07242676527,2390.78489415948,1675.20059029752,1626.14721723382,1635.49360496024
"nbis-gene-1497",14191.4120583843,13887.5837879275,12249.7662119168,16407.4364479076,15248.5726180401,17122.848254779,11808.23211207,12129.2890526196,11612.2018803329
"nbis-gene-1498",3156.0776431711,3468.92505196696,3450.85664926111,3727.95993828886,3840.98015115426,3467.26867280326,3495.87314501707,4971.60633602215,6119.78427332528
"nbis-gene-1499",742.863853355216,655.757554202412,654.784551338092,744.646404921364,734.13064354085,820.649976857305,971.707262350323,1212.08195358632,1263.6111628191
"nbis-gene-1500",19929.5759574461,19125.001617867,17520.329829295,46809.4973946547,42232.4553470725,48369.7041793117,49770.7323276113,44071.6009707722,43322.8248710788
"nbis-gene-1501",16974.7452945715,16285.9063090632,15925.3418196253,18609.068252511,18492.3304835532,18945.2136808847,27196.4383485886,28669.3142205025,29996.215339708
"nbis-gene-1502",3472.82289042032,3383.57934062925,3458.60557886274,5374.0618852526,4561.0965533353,5687.79797352033,5765.46308994525,5705.63112157909,5531.87463004645
"nbis-gene-1503",449115.886032657,481067.846999637,454633.574192681,288814.063094802,307760.286391405,313230.655711213,195928.006082042,220732.545705978,224080.37953992
"nbis-gene-1504",367735.98213512,389677.714713388,382698.969212443,167393.359883868,181711.887527003,170897.880416608,114592.130474293,125617.990416478,135134.385354598
"nbis-gene-1505",137970.554756903,142873.042081168,136922.29457261,59938.9136896809,64303.8074702081,59516.4910219377,36061.1361805564,44253.2250523267,47799.2241348361
"nbis-gene-1506",108301.499939979,108424.704139072,101854.513660414,45704.7415642846,46046.4850340732,45609.5817544042,29233.0458504971,37022.1398571735,39868.3625040277
"nbis-gene-1507",18780.7181960146,18511.3767566035,19004.2498480079,7830.21304307259,8260.85627232531,7867.79022817969,4551.68138679888,5607.7611501715,6313.12368621563
"nbis-gene-1508",191322.879207238,198304.541432281,191886.743725268,98176.7035787964,96320.9588845447,101106.599453908,68300.2237958683,73343.1919383984,74610.2712897331
"nbis-gene-1509",231854.896025817,237143.3220437,230655.930010511,139973.036499261,132479.857629988,147168.394477667,72055.2188775121,88101.7954151796,90395.0533564241
"nbis-gene-1510",9040.3643496656,8630.72009970851,8295.22913854944,3714.56418285641,3723.47612744508,3570.86334606186,2424.15390712659,2764.82669226445,2908.96902353905
"nbis-gene-1511",41547.8765756409,46099.6480278836,41332.790495117,17926.6727110699,19927.1731950846,17079.6087389841,14446.0479669415,15115.2642379685,17243.7054935524
"nbis-gene-1512",56974.7700956713,61925.3356909991,55132.3426273606,24485.0769736736,25872.4455873427,20978.3717464906,16620.1719352177,18044.7759782746,22696.6660775212
"nbis-gene-1513",41550.5015362534,48063.6797141109,41886.8389616338,15272.7371642179,15042.6710719075,13400.646603435,8173.70600096318,9150.84232660977,10319.9843758106
"nbis-gene-1514",86741.8234421312,97834.273654976,88430.7846138498,33072.5441914863,32902.204657137,31545.0284188684,18981.8183576317,20614.8037851413,21467.5798098611
"nbis-gene-1515",21361.9294650345,20888.0927685398,19704.2364886889,18827.3402674986,18423.3372953203,20669.3893732062,7353.15320164513,9883.92605474932,10754.0116292379
"nbis-gene-1516",2041.34436970285,2195.22133466112,1977.26853668367,2379.71655329367,1960.91577180735,2075.49675815503,752.362815995221,1074.68757064874,1229.08626766011
"nbis-gene-1517",5769.6634264126,5254.70303729906,5032.92977626143,4913.87828686733,4872.64391894955,4601.40513917356,2157.07647244551,2771.41409418611,3056.93285993473
"nbis-gene-1518",4474.68285754838,4280.2494724052,4069.47952912491,3902.89274452436,4215.05259360459,4270.80300799175,2070.70249356993,2741.30025682993,2889.24051201962
"nbis-gene-1519",6638.52538917082,6597.54758404305,6729.94535901933,6009.17828987336,5897.83957534801,6830.94267234791,3651.57360693753,4275.22384716045,4429.05083611065
"nbis-gene-1520",1816.47274389332,1597.80135529715,1658.27093474972,1860.4340338829,1610.55973781209,1900.73704848399,1209.23570425818,1314.65721208082,1418.47997824658
"nbis-gene-1521",11302.2054108237,10933.9739803667,10538.5442582225,10455.7811078324,9995.38814524341,11294.5218549252,5943.89354630665,7038.16842459014,7315.33207140236
"nbis-gene-1522",4143.93782036549,4129.00390800926,3870.5903360163,3691.71260005988,3380.66622341278,3969.92804391893,1784.30456361404,2239.71665336603,2360.51640329906
"nbis-gene-1523",30992.9099525266,31548.7444075338,29660.3195385219,20081.025378853,18889.0413158925,21203.5775579223,7606.59263966165,10587.8370029501,11626.0118383965
"nbis-gene-1524",3317.95021427913,3304.71558205136,3113.77821159002,3716.92813969743,3584.41173241311,3158.28629951889,1985.46501441639,2486.27369671977,2700.83322700913
"nbis-gene-1525",4040.6893696047,4090.1121914503,4051.39869338776,5052.56375487385,4671.0544470815,4816.70189490232,2932.16928288168,3362.39815230118,3690.21807970823
"nbis-gene-1526",21976.1702483741,21393.6850838062,20349.9806221584,89415.8795259755,89678.2084799945,99401.3410497468,164224.209835815,124314.625893406,106645.428294974
"nbis-gene-1527",5184.29720981114,4565.45539383755,4455.63452093968,23520.5825825374,24033.3459135091,26722.020761246,41300.3998991938,33912.8861501477,29552.323830521
"nbis-gene-1528",3541.9468532178,3205.32563973403,3326.87377563496,16595.7650095755,16639.2165683598,19765.863657742,34132.4961522424,26102.109585888,23534.1413915207
"nbis-gene-1529",1938.97090581291,1878.68597488961,1700.89004755871,9134.32923370207,9652.57824121112,10218.0380762815,17200.9232931838,13533.3467193516,12162.6273517248
"nbis-gene-1530",15365.6444390706,16820.6674117489,16469.0583800066,4073.88562269148,3989.74671328148,3829.39961758551,3278.80169810606,3266.41029572835,3820.42625573643
"nbis-gene-1531",6830.14751388789,6588.90498036328,6489.72854136866,2977.79763407178,3319.21916514285,2984.42741309358,1575.18861475737,1555.56791093027,1521.06823814758
"nbis-gene-1532",11373.9543342338,11220.2602272591,11046.0991471296,5164.45771201547,5432.13555477584,4841.02412253694,2118.43548189591,2056.21045697679,2239.18605745461
"nbis-gene-1533",331.620024053742,276.563317752582,369.365644344565,278.946907240384,391.320739508559,318.891428987361,608.027351295231,592.866172949831,505.049894897251
"nbis-gene-1534",32349.1396023506,32300.6509276737,31008.6332892063,28188.6093579386,27064.7341214928,27913.8099153428,25062.091870584,25355.8510539051,26823.8706873846
"nbis-gene-1535",2092.96859508325,2094.75106688382,2074.13015670409,1703.62489676189,1689.25509314025,1721.47322258431,1073.99223733457,1213.0230110037,1299.12248355406
"nbis-gene-1536",587.991177214023,495.8693861267,545.008048648274,584.685325345664,617.704638397808,456.717385583593,397.774902716506,423.475837821308,442.905083611066
"nbis-gene-1537",1280.1057920597,1297.4708774252,1144.25860450799,1319.87590290295,1194.44457128232,1320.60687823579,783.048308490494,803.663034443104,865.095230126736
"nbis-gene-1538",9616.98069755852,8885.67690826168,7950.40177127672,29411.5630303597,25841.1830489247,28828.1455097557,16484.9284682941,19032.8862665243,19100.1584275302
"nbis-gene-1539",5704.91439796939,5867.24757310263,5317.05719498802,9342.35743571185,8229.59373390727,9587.46180427255,5188.12123114529,6689.97718015928,6791.54009056166
"nbis-gene-1540",69704.0790928582,70903.9205888183,63946.7500492195,79317.0559011372,74345.5504137955,79788.6173437783,73423.5645428569,65780.8545323272,61910.041999104
"nbis-gene-1541",4571.8064002132,3942.10760343427,3506.39064473949,4101.46511917005,4113.7188483875,3108.74102100391,2365.05592158014,2358.28988795599,2733.38527101618
"nbis-gene-1542",5408.29384874981,5273.06857011857,5481.07620488928,4414.29540779839,3972.49841622325,4532.94257249831,2763.9673240187,3293.70096083239,3396.26325806882
"nbis-gene-1543",11457.0780869649,13615.3417720148,13307.4951025398,9649.67182504447,10049.2890735504,9300.09918888564,12190.0960186779,10196.3571173197,9863.26933413596
"nbis-gene-1544",2781.5832624455,3102.69472103678,3100.86332892063,3169.27813819442,2824.40864328492,2816.87428938836,4639.19186539651,3666.35969811514,3521.53930621716
"nbis-gene-1545",1908.34636533301,1821.42872551115,1792.58571451138,2129.13712814553,2076.26375838425,2076.39758140075,2587.80986710139,2594.49529971855,2455.2132585923
"nbis-gene-1546",6795.14803905372,6882.7535054754,6253.38618851882,8436.96196560111,7906.18816406549,8571.33318309249,8123.70001319311,8050.74620569175,7597.44978613013
"nbis-gene-1547",5460.79306100107,5646.86117926855,5749.7057644126,6068.27721089886,5672.5336950249,6580.5138100358,6475.77541622472,6129.10695940039,6093.15078277406
"nbis-gene-1548",11428.2035202267,11046.3278282037,10960.8609215116,12716.5118334613,11762.2605751457,12694.401178785,12565.1409269534,11767.9230043455,10686.9346900719
"nbis-gene-1549",2617.08573072491,2731.06276280675,2546.81486240378,3192.12972099095,3213.5733456612,3433.93821271136,3893.64804773357,3873.3923299389,3611.30403363054
"nbis-gene-1550",36674.199704983,41562.2810960053,37039.8834958116,20345.0005594335,20375.6289185985,19594.7072410539,22947.0658878542,23623.3643485073,23783.7070622414
"nbis-gene-1551",29042.5642173926,29204.4381593967,28182.8569611437,19705.9442267444,19067.9923978716,21833.2530066855,13101.5687957597,13913.5339159734,13088.8809675618
"nbis-gene-1552",12356.564590203,11857.652248642,11043.5161705957,13484.7978067929,13067.7410587404,13686.2075723304,10179.6280103764,9319.29160432091,9081.0338523908
"nbis-gene-1553",8851.36718556109,9604.09333914241,8043.38892649633,18988.0893326879,20045.7552373599,19168.617845825,18671.5539335128,17955.3755236235,18146.2848955661
"nbis-gene-1554",13002.3049008934,12329.7544746493,12708.2445466801,27710.3020904388,29668.1489587191,29115.5081251426,27632.8542418547,27074.2218980423,29875.8714194395
"nbis-gene-1555",11512.2022598287,10124.8102108484,10074.8999703914,9960.92614244547,10539.7875211437,8594.75458748139,8365.77445398915,7164.27011851915,7511.63076102063
"nbis-gene-1556",8134.7529383315,7923.10692342749,7859.99759259098,6556.0403057627,5785.72564446952,6250.81250209971,7614.54813771598,6724.79630460237,6144.44491272456
"nbis-gene-1557",17139.2428262921,18891.6513185133,18199.6526577049,9677.25132152304,10769.4054757314,8907.34025374866,13064.0643049321,12493.478273146,11178.1746269056
"nbis-gene-1558",4103.6884243062,4005.84680557256,4099.18375926451,2841.47612290628,2651.92567270263,2720.48620209557,2304.82143631164,2238.77559594865,2265.81954800583
"nbis-gene-1559",3727.44406983889,3530.50360318531,3618.75012396318,2553.07338830182,2380.26499403553,2731.29608104429,2183.2159660526,2023.27344736847,1911.69276623217
"nbis-gene-1560",5823.0376255347,6087.63396693672,5543.06764170235,4329.98094713534,4086.76838423401,4256.38983606012,4377.79692932566,3546.8454061078,3374.56189539745
"nbis-gene-1561",22324.4150229741,21807.4497349751,21876.5197536804,16140.3093248723,15533.1695195009,16362.5534353854,12144.636029796,11985.3072677604,12091.6047102549
"nbis-gene-1562",2138.46791236767,2116.35757608324,2070.25569190328,1386.85468006519,1374.47367182758,1432.30896070594,521.653372419647,737.789015226456,680.633647420123
"nbis-gene-1563",486.492700194935,408.363023869047,466.227264364993,374.293166494866,311.547365614252,431.494334703237,170.474958307074,233.38223951041,231.81001035323
"nbis-gene-1564",1059.60910060444,1038.19276703215,1131.3437218386,753.314246671772,788.031571847814,764.79893562223,425.050896045638,433.827469412495,486.307808953798
"nbis-gene-1565",1072.73390366725,1234.81200074688,1092.59907383043,820.293023834011,936.798133975035,664.807555346532,615.982849349561,534.520613072229,635.258070925448
"nbis-gene-1566",4136.93792539866,3694.7130731009,3679.45007250932,3157.45835398932,3036.77830081435,3052.88997976883,1949.09702331088,2210.54387342723,2403.9191286418
"nbis-gene-1567",3745.81879412683,3499.17416484615,3027.2484977051,2590.89669775814,2466.50647932667,2455.64416785183,1400.1676575621,1577.21223153003,1603.92798652916
"nbis-gene-1568",5678.66479184376,4899.2759609686,4598.98971856991,4684.57447328837,4262.48541051472,4522.13269354958,4576.68438068392,4324.15883286424,4320.54402275382
"nbis-gene-1569",497.86752951604,424.567905768613,463.644287831115,523.222447479138,474.328169101284,561.212882087926,467.101385761383,524.168981481041,462.633595130489
"nbis-gene-1570",1055.23416625017,1186.19735504818,1077.10121462716,1530.26806175375,1468.2612870817,1515.18469931283,1253.55919341802,1317.48038433296,1276.43469530672
"nbis-gene-1571",10470.9678835122,11739.8967735051,11759.0006704799,10164.2264307732,10842.7107382289,10332.4426284888,10789.9283611157,10109.7798349207,10371.2785057611
"nbis-gene-1572",7871.38189020439,7899.33976330813,8033.05702036082,8373.13513089356,8169.22469420347,8479.44921202833,8178.25199985137,8427.16917264403,8503.97489044765
"nbis-gene-1573",18157.7275439664,17291.6893122962,17246.5343167039,19978.5872490754,19052.9001379456,20610.835862234,16920.2078618381,16793.1696131583,16917.198627906
"nbis-gene-1574",1209.23185552051,1079.24513451105,1090.01609729655,1169.37065069133,1192.28853415004,1222.41714445155,863.739788755842,792.370345434536,851.285272063139
"nbis-gene-1575",3123.7031289495,3030.31291521872,2694.04452483483,3731.11188074356,3858.22844821249,3302.41801883521,4992.64327895318,5424.25495378226,5542.72531138213
"nbis-gene-1576",7537.13690553808,6991.86637693247,7059.27486708878,8719.84880090986,9537.23025463422,8455.1269843937,13517.5276940289,15142.5549030726,15389.2254107266
"nbis-gene-1577",20435.3183687999,19708.3773662514,18942.2584111949,21396.9613536875,24309.3186664408,22089.086808472,51897.1233075616,53533.933302535,53958.4654312002
"nbis-gene-1578",555.616662992417,595.259328444035,535.967630779701,1090.57208932399,865.648908609842,983.698984333893,3684.5320988769,2567.20463461451,1888.01855240886
"nbis-gene-1579",705.239417908486,698.970572601253,711.61003508341,1924.26086859045,1584.68729222474,1926.86092261007,7477.03167134827,5133.46821181163,3697.12305874003
"nbis-gene-1580",566.116505442668,429.969533068468,475.267682233566,483.823166795468,498.044577556348,586.435932968283,573.932359633816,417.829493317024,387.665251356679
"nbis-gene-1581",2593.46108521185,2478.26660517353,2683.71261869932,2918.69871304628,2876.1535344596,3228.5505126856,2329.82443019668,2774.23726643826,2944.48034427401
"nbis-gene-1582",3462.32304797007,3595.32313078357,3931.29028456243,4322.88907661228,4541.69221914479,5070.73405019733,5423.37667360905,6306.96681128534,5823.85660053392
"nbis-gene-1583",1088.48366734263,1150.54661486914,1260.4925485325,1000.74172936522,1044.59999058896,951.269347487721,1356.98066812431,1169.73436980419,1120.57945430327
"nbis-gene-1584",715.739260358736,724.898383640557,683.197293210751,633.540433393415,575.661914318376,531.485714978935,653.487340177118,669.091823757666,696.416456635662
"nbis-gene-1585",1595.97605243806,2014.80698284596,1740.92618383382,1865.94993317861,1854.19193375956,1868.30741163782,1711.56858140302,1729.6635331457,1641.41215841606
"nbis-gene-1586",25555.7415370386,30189.6949788903,26613.6987168128,1818.67079635821,1270.98388947821,1944.87738752461,1992.28401274867,1669.43585843333,1445.1134687978
"nbis-gene-1587",328.995063441179,360.828703630322,375.82308567926,638.268347075455,540.08730163578,684.625666752527,1687.70208724003,1330.65518817629,1271.50256742687
"nbis-gene-1588",41.9993698010016,34.5704147190728,19.3723240040856,107.166043459583,87.3195038572817,97.2889105385169,279.578931623602,223.971665336603,197.285115194239
"nbis-gene-1589",112.873306340192,114.514498756929,121.39989709227,379.809065790579,313.703402746531,338.709540393355,740.997818774749,595.689345201973,528.724108720559
"nbis-gene-1590",8258.12608712195,8046.26402586419,8553.52679193725,13625.0592460268,12972.8754249201,14005.0990013178,9509.0931743686,13135.2794317996,14601.0713755256
"nbis-gene-1591",2783.33323618721,2594.9417548504,2632.05308802176,5291.32339581689,5066.68726085462,5449.9806366484,2759.42132513051,3801.87196621796,4554.326884259
"nbis-gene-1592",3210.32682916406,3478.6479811067,3018.20807983653,1320.66388851662,1346.44518910796,1399.87932385977,4989.23377978704,3550.60963577732,3214.76095209012
"nbis-gene-1593",3226.95157971029,3415.98910442838,3050.49528651001,6275.51742729497,6141.47177129548,6572.40640082426,8024.82453737501,6615.63364418621,5731.13259639263
"nbis-gene-1594",3342.44984666305,3155.63066857536,3124.11011772553,7511.07886953486,7007.12067990533,8438.01134272489,6861.04882199871,6865.95491720947,6255.9110028093
"nbis-gene-1595",2194.46707210233,2437.21423769463,2359.54906369762,5092.75102117119,5178.80119173311,5027.49453440244,9340.89121550562,6833.95896501853,5884.02856066816
"nbis-gene-1596",7618.51068452752,7525.54715415816,7012.78128947898,37357.6099586423,36680.6597314552,41527.0508047694,69924.2818986736,47661.7350180795,35932.5244559026
"nbis-gene-1597",2807.83286857113,2917.95906738174,2599.76588134828,14677.8080258944,16050.6184312478,15793.2331440859,21645.7737061102,14907.2905487274,11740.4372052091
"nbis-gene-1598",1548.72676141194,1301.79217926508,1425.8030467007,2366.32079786122,1974.93001316716,2303.40503932396,761.454813771598,789.547173182394,801.96399326458
"nbis-gene-1599",1376.35434785366,1367.69203232332,1672.47730568605,1561.78748630068,1721.59565012443,1775.52261732793,2122.9814807841,2073.14949048965,1655.22211647966
"nbis-gene-1600",2459.58809397116,2516.07799627252,2568.77016294175,1623.25036416721,1697.87924166937,1380.06121245378,1678.61008946366,1474.63697303553,1561.5116867624
"nbis-gene-1601",1424.47862575064,1283.42664644558,1450.34132377254,966.858347977263,940.032189673453,912.53394792146,1167.18521454243,1157.50062337824,1182.72426558946
"nbis-gene-1602",9801.60292730876,9324.28904500991,9865.67887114731,7536.29440917241,8568.091563675,6659.78625565978,9170.41625719854,8368.82361276642,8626.29166186808
"nbis-gene-1603",12066.9439359503,10943.6969095065,12165.8194745657,10791.4629792572,12058.715680834,11309.8358501026,13697.0946501124,12755.0922351778,12464.473577972
"nbis-gene-1604",118.123227565317,81.0244094978268,72.3233429485861,149.717266597946,108.879875180067,108.098789487241,375.044908275563,285.140397466347,204.190094226037
"nbis-gene-1605",48.9992647678352,23.7671601193625,41.3276245420492,86.6784175040741,83.0074295927246,79.2724456239768,247.756939406281,172.213507380665,125.276048148341
"nbis-gene-1606",10.4998424502504,12.9639055196523,38.7446480081711,47.2791368204041,21.5603713227856,50.4461017607125,81.8279799873956,35.760181860466,47.3484276466173
"nbis-gene-1607",1.7499737417084,0,3.87446480081711,4.72791368204041,6.46811139683568,0.900823245727009,6.81899833228297,2.82317225214205,0
"nbis-gene-1608",68.2489759266276,83.1850604177689,55.5339954783786,41.7632375246903,21.5603713227856,29.7271671089913,29.5489927732262,47.9939282864149,45.3755764946749
"nbis-gene-1609",163.622544849736,214.984766534234,227.301934981271,97.7102160955017,103.489782349371,106.297142995787,114.786471926763,101.634201077114,87.7918762614361
"nbis-gene-1610",188.122177233653,195.538908254755,246.674258985356,104.802086618562,114.269968010764,121.611138173146,110.240473038575,137.39438293758,119.357494692514
"nbis-gene-1611",603.740940889398,586.616724764266,551.465489982969,483.823166795468,547.633431598755,547.700533402021,340.949916614148,361.366048274183,353.140356197687
"nbis-gene-1612",111.998319469338,86.426036797682,104.610549622062,55.9469785708115,80.8513924604461,45.9419855320774,88.6469783196786,79.9898804773581,77.9276205017242
"nbis-gene-1613",135.622964982401,114.514498756929,114.942455757574,77.2225901399933,80.8513924604461,86.4790315897928,171.611458029121,140.217555189722,122.316771420428
"nbis-gene-1614",73.4988971517528,71.3014803580876,99.4445965543059,37.8233094563233,59.2910211376604,33.3304600918993,87.5104785976314,73.4024785556933,54.2534066784156
"nbis-gene-1615",888.986660787868,749.745869219891,844.633326578131,521.646476251792,608.002471302554,504.461017607125,780.7753090464,667.209708922905,602.706026918399
"nbis-gene-1616",0,0,1.29148826693904,0,0,0,0,0,0
"nbis-gene-1617",133.872991240693,75.6227821979717,43.9106010759273,70.1307196169327,50.6668726085462,31.5288136004453,71.5994824889712,50.8171005385569,90.7511529893497
"nbis-gene-1618",6.1249080959794,0,5.16595306775615,0.787985613673401,7.54612996297497,3.60329298290803,4.54599888818865,1.88211483476137,0.986425575971193
"nbis-gene-1619",6.9998949668336,2.16065091994205,1.29148826693904,1.5759712273468,2.15603713227856,3.60329298290803,2.27299944409432,0,3.94570230388477
"nbis-gene-1620",286.120706769324,266.840388612843,313.831648866186,206.452230782431,260.880493005706,244.123099592019,409.139899936978,314.313177405148,304.805502975099
"nbis-gene-1621",542.491859929604,544.484031825396,568.254837453177,598.869066391785,569.19380292154,672.914964558076,1428.58015061328,1122.68149893516,1051.52966398529
"nbis-gene-1622",321.120181603492,304.651779711829,258.297653387808,308.890360559973,316.937458444949,316.18895925018,672.807835451919,485.585627368433,422.19014651567
"nbis-gene-1623",150.497741786922,157.72751715577,166.601986435136,323.862087219768,346.043959730709,328.800484690358,722.813823221995,544.872244663416,525.764831992646
"nbis-gene-1624",1986.22019683904,1816.02709821129,1762.88148437179,2060.58237975594,2400.74734679218,1476.44929974657,4469.85340681149,3744.46746375774,3249.28584724911
"nbis-gene-1625",4524.55710918707,4609.74873769636,5123.33395494716,4166.07993949127,4561.0965533353,4548.25656767567,10548.9904200418,8569.26884266851,7551.08778405948
"nbis-gene-1626",2653.83517930079,2480.42725609347,2889.05925314263,2400.20417924918,2507.47118483997,2695.26315121521,5693.86360745628,4987.60431211763,4362.96032252059
"nbis-gene-1627",241.496376355759,223.627370214002,222.135981913515,217.484029373859,228.539936021528,216.197578974482,235.255442463762,218.325320832319,233.782861505173
"nbis-gene-1628",166.247505462298,151.245564395943,151.104127231867,166.264964485088,201.589471868046,161.247360985135,445.507891042487,380.187196621796,281.13128915179
"nbis-gene-1629",562.616557959251,534.761102685657,612.165438529104,282.886835308751,311.547365614252,309.883196530091,320.492921617299,318.077407074671,282.117714727761
"nbis-gene-1630",69.998949668336,70.2211548981166,59.4084602791957,74.0706476852997,58.2130025715212,70.2642131667067,106.830973872433,76.2256508078354,87.7918762614361
"nbis-gene-1631",4100.18847682278,4110.63837518975,3862.84140641466,2115.74137271308,2143.10090948489,2055.67864674903,2919.66778593916,2581.32049587522,2312.18155007648
"nbis-gene-1632",3975.06535429063,4099.83512059004,3937.74772589713,2260.73072562899,2012.66066298204,2295.29763011242,2083.20399051245,1726.84036089356,1699.61126739837
"nbis-gene-1633",156.622649882902,165.289795375567,202.763657909429,156.809137121007,155.234673524056,163.049007476589,206.842949412583,201.386287319466,200.244391922152
"nbis-gene-1634",44.6243304135642,51.8556220786092,51.6595306775615,33.0953957742828,49.5888540424069,25.2230508803562,63.643984434641,69.6382488861706,48.3348532225884
"nbis-gene-1635",61.249080959794,73.4621312780297,64.5744133469519,70.9187052306061,85.1634667250032,93.6856175556089,114.786471926763,145.863899694006,109.493238932802
"nbis-gene-1636",311.495326024095,357.587727250409,326.746531535577,388.476907540987,486.186373328816,399.064697857065,336.40391772596,427.240067490831,412.325890755959
"nbis-gene-1637",15.7497636753756,16.2048818995654,10.3319061355123,28.3674820922424,21.5603713227856,18.9172881602672,60.2344852684995,24.4674928518978,33.5384695830206
"nbis-gene-1638",35.8744617050222,46.4539947787541,29.7042301395979,33.0953957742828,46.3547983439891,53.1485714978935,62.5074847125939,33.8780670257046,60.1719601342428
"nbis-gene-1639",60.3740940889398,42.13269293887,49.0765541436834,63.0388490938721,80.8513924604461,79.2724456239768,78.4184808212541,73.4024785556933,56.226257830358
"nbis-gene-1640",158.37262362461,81.0244094978268,99.4445965543059,196.99640341835,178.951081979121,211.693462745847,206.842949412583,210.796861493273,209.122222105893
"nbis-gene-1641",77.8738315060238,76.7031076579427,58.1169720122567,110.317985914276,118.582042275321,98.189733784244,135.243466923612,146.804957111387,182.488731554671
"nbis-gene-1642",989.610150936101,1004.70267777305,1172.67134638065,1423.10201829416,1329.19689204973,1638.59748397743,2276.40894326046,2302.76750033053,2024.14528189289
"nbis-gene-1643",1101.60847040544,1144.06466210931,1007.36084821245,2343.4692150647,2277.8532302523,2615.99070559123,2946.94377926829,2604.84693130973,2454.22683301633
"nbis-gene-1644",454.11818597333,448.335065887975,418.442198488248,874.664031177475,800.967794641486,896.319129498374,1258.10519230621,1019.16518302328,937.104297172633
"nbis-gene-1645",535.491964962771,502.351338886526,535.967630779701,742.282448080344,646.811139683569,782.815400536771,1026.25924900859,863.890709155468,876.93233703839
"nbis-gene-1646",379.744301950723,382.435212829743,411.984757153553,284.462806536098,209.13560183102,211.693462745847,395.501903272412,417.829493317024,435.013679003296
"nbis-gene-1647",524.117135641666,536.921753605599,586.335673190323,352.22956931201,351.434052561406,375.643293468163,623.938347403891,509.11206280295,531.683385448473
"nbis-gene-1648",17.499737417084,9.72292913973922,16.7893474702075,17.3356835008148,11.8582042275321,11.7107021944511,35.231491383462,32.9370096083239,23.6742138233086
"nbis-gene-1649",118.123227565317,99.3899423173342,118.816920558391,89.0423743450943,117.504023709182,69.3633899209797,154.563962198414,120.455349424728,117.384643540572
"nbis-gene-1650",236.246455130634,224.707695673973,253.131700320051,201.724317100391,202.667490434185,171.156416688132,184.11295497164,191.97571314566,175.583752522872
