Geneid,MM13,MM14,MM15,MM16,MM17,MM18,MM19,MM20,MM21
nbis-gene-1148,20,22,9,41,26,26,80,52,65
nbis-gene-1149,6455,5045,4212,6402,4404,6071,8966,7959,6586
nbis-gene-1150,3396,2458,2227,3402,2208,3303,3598,3493,2857
nbis-gene-1151,3412,2428,2134,3583,2198,3292,2847,3063,2563
nbis-gene-1152,3578,2391,2238,3785,2485,3364,2692,2791,2456
nbis-gene-1153,1738,1352,1147,1839,1294,1450,1641,1455,1276
nbis-gene-1154,266,199,119,209,130,135,99,107,99
nbis-gene-1155,49075,39816,31517,48042,34524,41616,28381,40671,39064
nbis-gene-1156,25732,20261,16603,24993,17563,20380,14993,21137,21862
nbis-gene-1157,6580,6375,4366,5692,4635,5023,4217,4674,4687
nbis-gene-1158,1860,1685,1139,2873,2141,2035,2773,2599,2442
nbis-gene-1159,274,167,185,347,220,268,116,135,140
nbis-gene-1160,185,158,114,261,215,145,85,124,160
nbis-gene-1161,42,24,19,46,45,31,12,43,44
nbis-gene-1162,16,13,28,43,35,31,22,25,12
nbis-gene-1163,12,0,6,9,11,7,12,6,3
nbis-gene-1164,72,68,81,117,100,102,64,65,53
nbis-gene-1165,8330,6041,5467,62136,49400,63627,162510,136853,113753
nbis-gene-1166,429,328,230,429,335,422,299,348,360
nbis-gene-1167,6144,5434,3741,7723,5188,7613,3897,4512,4416
nbis-gene-1168,9761,7135,5592,15056,9916,13475,5848,8128,8315
nbis-gene-1169,29844,23017,19606,38091,26184,36266,21946,26204,24859
nbis-gene-1170,144,97,112,218,148,176,104,117,125
nbis-gene-1171,1931,1852,1527,1139,717,1018,603,851,687
nbis-gene-1172,37948,30116,23672,52677,37562,48149,29595,36263,34786
nbis-gene-1173,10941,8824,7154,11988,8024,10596,9577,10500,9447
nbis-gene-1174,8525,6928,6051,10319,7109,9613,8783,9779,8866
nbis-gene-1175,9221,8046,6734,10993,8123,9952,9499,12406,11606
nbis-gene-1176,5230,4339,3991,7301,5097,5801,4811,6351,6831
nbis-gene-1177,3713,2800,2248,5650,4139,3810,4440,6014,5577
nbis-gene-1178,30759,26018,22447,51293,39973,47088,65114,67110,57259
nbis-gene-1179,474,313,319,1684,1629,1565,11238,14103,14795
nbis-gene-1180,906,693,584,2755,2411,2791,20275,24838,25356
nbis-gene-1181,485,436,333,414,292,299,431,549,542
nbis-gene-1182,26347,20263,16139,29118,21359,26720,31508,36529,34416
nbis-gene-1183,6501,5159,3997,8954,6615,8140,13906,15761,15109
nbis-gene-1184,3453,3165,2431,8706,5804,8159,18860,15774,14579
nbis-gene-1185,12421,11188,8499,27017,20514,24590,14130,19311,18811
nbis-gene-1186,12451,10609,9266,11390,8165,10107,11899,12784,11762
nbis-gene-1187,1372,1120,912,1037,743,846,448,590,632
nbis-gene-1188,40633,30044,25890,44793,32067,40347,38382,42098,36605
nbis-gene-1189,2086,1538,1337,2329,1757,1872,2238,2397,2087
nbis-gene-1190,5087,3864,3213,5786,3986,5165,6184,7068,5636
nbis-gene-1191,19123,14926,12304,20975,15521,18276,23563,26031,21635
nbis-gene-1192,6081,4631,4030,6674,5193,6132,8553,9884,8308
nbis-gene-1193,957,759,715,965,778,957,1246,1480,1097
nbis-gene-1194,1421,1272,997,1459,1133,1000,1994,2031,1622
nbis-gene-1195,868,689,571,600,326,476,182,266,272
nbis-gene-1196,7699,6517,5064,7147,5875,5989,9200,10666,10224
nbis-gene-1197,20768,16193,12925,19254,14735,15099,20075,24588,25415
nbis-gene-1198,10152,7996,6805,6860,4730,6223,4172,5271,5357
nbis-gene-1199,93504,76984,61976,71104,53991,57686,32833,39047,40697
nbis-gene-1200,1927,1935,1680,2279,1620,1844,1957,2237,2212
nbis-gene-1201,1639,1503,1336,2948,2172,2495,3249,3786,3507
nbis-gene-1202,6160,5208,4225,7136,5143,6695,4259,4587,4506
nbis-gene-1203,2123,1719,1578,1804,1411,1357,1108,1576,1338
nbis-gene-1204,2998,3066,2333,3193,2291,2737,1830,2257,2219
nbis-gene-1205,25852,20463,16490,35583,29816,28109,11943,14484,15399
nbis-gene-1206,4887,3430,3014,7051,6050,6068,2459,2998,3339
nbis-gene-1207,13514,10495,8749,20363,18351,15928,6777,8171,8775
nbis-gene-1208,24423,19562,17467,37113,30078,33193,8584,12635,14402
nbis-gene-1209,511,215,188,650,718,279,80,137,162
nbis-gene-1210,14742,10867,9339,12915,9139,12149,5030,6541,6725
nbis-gene-1211,6231,4754,3822,4821,3635,4532,1924,2602,2401
nbis-gene-1212,5860,4610,3801,5033,3625,4992,1716,2719,2778
nbis-gene-1213,307,268,215,270,230,230,80,180,193
nbis-gene-1214,1124,936,666,1070,795,839,370,469,552
nbis-gene-1215,17654,14311,11608,18757,13007,16391,7549,9565,9439
nbis-gene-1216,7185,5581,4567,12565,8901,11396,6297,7755,7451
nbis-gene-1217,2631,1994,1481,4853,3564,4010,2194,2886,2914
nbis-gene-1218,4981,3770,3188,9287,6249,8311,3341,5208,5327
nbis-gene-1219,2604,2144,1631,9085,6035,8820,6216,6286,5745
nbis-gene-1220,2364,1787,1375,8302,5769,7554,5220,6060,5689
nbis-gene-1221,187,131,98,140,114,119,122,93,102
nbis-gene-1222,44742,38020,30663,68806,49661,64999,56032,63236,57202
nbis-gene-1223,10326,8398,6512,16823,11682,13410,12035,12458,11501
nbis-gene-1224,35310,31671,25461,57361,40282,57098,39706,44263,39221
nbis-gene-1225,44244,36644,29111,74080,53546,68891,48508,56410,50126
nbis-gene-1226,9621,7782,5901,19085,13508,17025,12495,15367,13953
nbis-gene-1227,18972,14818,12381,67702,48187,66967,54345,60850,56596
nbis-gene-1228,33045,27559,21522,124227,114023,121749,139222,156404,149386
nbis-gene-1229,1521,1089,1055,2115,1643,1957,2742,3119,2616
nbis-gene-1230,1055,806,698,1272,967,1265,1668,1622,1493
nbis-gene-1231,1623,1301,1050,1918,1514,1668,2338,2318,1936
nbis-gene-1232,539,407,331,718,586,536,847,646,647
nbis-gene-1233,735,608,461,891,673,749,1227,1001,886
nbis-gene-1234,1335,1105,896,991,779,966,947,854,929
nbis-gene-1235,130,92,74,95,75,120,77,92,91
nbis-gene-1236,17942,17369,13180,15070,12186,13035,17005,18024,16421
nbis-gene-1237,17184,15613,14400,15293,12071,15121,24233,25017,20883
nbis-gene-1238,6174,6444,4853,10879,7972,9992,13224,12361,10931
nbis-gene-1239,4217,3721,2904,3756,2752,3515,5052,4851,4122
nbis-gene-1240,1053,736,597,1317,900,1153,873,1027,939
nbis-gene-1241,1304,1132,979,5462,4131,4919,8610,8010,6619
nbis-gene-1242,4294,3806,3179,3878,3223,4175,8161,8050,6070
nbis-gene-1243,728,615,634,1099,861,1111,1647,2220,1777
nbis-gene-1244,1491,1082,846,1728,1009,1322,1006,1050,1091
nbis-gene-1245,1713,1327,1035,6510,6239,6556,10218,11069,8821
nbis-gene-1246,3923,3450,2833,19729,16295,22000,30176,31816,25782
nbis-gene-1247,1525,1263,1163,919,688,742,830,931,890
nbis-gene-1248,507,289,300,276,204,132,223,209,178
nbis-gene-1249,837,595,532,966,636,806,628,823,820
nbis-gene-1250,572,397,365,918,757,969,1376,1380,1190
nbis-gene-1251,642,486,504,1399,951,1475,1941,2069,1792
nbis-gene-1252,34325,28167,21461,32759,25440,20882,15173,19038,21063
nbis-gene-1253,719,661,652,74,66,50,128,151,112
nbis-gene-1254,162,147,102,122,60,114,46,85,66
nbis-gene-1255,276,218,195,271,209,252,143,203,165
nbis-gene-1256,353,252,269,467,415,415,357,460,400
nbis-gene-1257,51711,41972,34277,167345,131746,155989,93597,104371,102512
nbis-gene-1258,847,732,640,1195,804,1307,775,1092,1040
nbis-gene-1259,113,89,82,330,203,272,176,235,211
nbis-gene-1260,3664,2761,2676,1541,1539,959,886,842,933
nbis-gene-1261,2673,1998,1959,1175,1104,790,619,600,704
nbis-gene-1262,4956,4379,3700,7217,5137,6953,5612,6048,5804
nbis-gene-1263,22822,18809,15644,35177,25142,30806,25248,26846,26535
nbis-gene-1264,5818,4643,3506,10779,6961,10073,5849,6960,6988
nbis-gene-1265,3670,2994,2581,5759,3549,5248,3317,4380,4128
nbis-gene-1266,4274,3454,3041,2936,2305,2425,2812,3186,2976
nbis-gene-1267,138981,116568,90236,223286,171877,191026,135213,154168,147913
nbis-gene-1268,74994,62603,49806,162899,122443,154794,110955,131973,122468
nbis-gene-1269,44081,37648,29574,96069,71735,93365,66553,77999,72278
nbis-gene-1270,61240,51965,38889,135440,102852,125967,94307,111265,101645
nbis-gene-1271,184631,164722,131682,379311,303268,354874,316096,387138,374403
nbis-gene-1272,85011,77708,59376,124222,99836,130883,137965,150585,130591
nbis-gene-1273,10478,6853,6270,22957,16031,21611,14609,16323,15275
nbis-gene-1274,3310,2536,2109,7870,5889,7492,7752,7409,6720
nbis-gene-1275,18624,17456,14213,48767,35985,43675,52604,63323,57646
nbis-gene-1276,11403,9519,8230,22475,16140,21174,22952,24017,22105
nbis-gene-1277,7062,5991,4687,15340,10977,14705,15401,16227,13598
nbis-gene-1278,2936,2222,1503,4444,3169,3813,2654,3279,3219
nbis-gene-1279,1819,1483,1179,2619,1706,2530,1501,1909,1871
nbis-gene-1280,34118,27750,21684,64982,42805,60787,36298,42040,40076
nbis-gene-1281,9483,7327,5645,11106,8073,9209,5060,6375,6299
nbis-gene-1282,3598,2573,2294,4510,3228,3931,2774,3336,3166
nbis-gene-1283,12342,9225,7547,14527,9928,12782,7205,8651,8893
nbis-gene-1284,12362,9239,7642,14929,10145,12967,6828,8547,8290
nbis-gene-1285,10827,8974,7189,15001,11150,13674,9669,10556,10024
nbis-gene-1286,11526,9335,7680,16935,11778,15424,8526,10903,9846
nbis-gene-1287,9831,7710,6158,13947,9718,12350,7149,9325,8674
nbis-gene-1288,121,148,86,160,153,112,179,138,152
nbis-gene-1289,817,717,618,1058,989,1039,1425,1582,1399
nbis-gene-1290,5844,4740,4016,4960,3420,5005,5053,5202,4882
nbis-gene-1291,5658,4605,3663,5922,3629,5331,4648,5029,4517
nbis-gene-1292,40709,33108,25190,55658,38836,47487,41347,46440,40752
nbis-gene-1293,9998,8572,6577,43062,39066,45101,107916,123024,100176
nbis-gene-1294,144,118,69,355,218,247,533,721,565
nbis-gene-1295,142,100,79,263,178,174,276,228,218
nbis-gene-1296,9817,9142,8267,6302,4696,5681,4904,5511,4697
nbis-gene-1297,3660,2983,2270,5694,4259,5501,5182,5530,4994
nbis-gene-1298,7397,5237,4593,11448,7854,9707,5454,7950,7848
nbis-gene-1299,4242,3542,3261,4239,3295,3343,3015,4283,4148
nbis-gene-1300,1139,1030,791,1255,860,1192,520,711,633
nbis-gene-1301,1250,1045,961,1424,990,1268,920,914,942
nbis-gene-1302,15553,12794,10722,14398,10635,13313,14046,15200,13725
nbis-gene-1303,4808,4103,3395,6901,4914,6118,6176,7515,7008
nbis-gene-1304,2309,1922,1360,2456,2221,2176,3445,3407,3001
nbis-gene-1305,2058,1698,1317,2121,1792,1839,2165,2302,1981
nbis-gene-1306,688,541,445,600,454,489,313,418,395
nbis-gene-1307,5734,4555,3551,5389,4175,4596,2229,3054,2930
nbis-gene-1308,2978,2561,2081,3129,2204,3218,1248,1837,1587
nbis-gene-1309,737,641,576,471,424,401,1110,1136,923
nbis-gene-1310,96,55,49,49,57,38,65,86,82
nbis-gene-1311,75,67,37,80,57,68,123,117,104
nbis-gene-1312,94,121,101,148,94,124,111,145,154
nbis-gene-1313,22292,20916,16379,13378,9942,12026,7355,9555,8773
nbis-gene-1314,40988,36470,29493,31619,22833,28926,15801,19176,18178
nbis-gene-1315,7228,5553,4365,6416,4261,5437,2036,2968,3052
nbis-gene-1316,1949,1720,1376,1722,1264,1571,1143,1565,1570
nbis-gene-1317,1565,1449,1206,1252,949,1277,933,1271,1177
nbis-gene-1318,18977,15183,12613,9821,7148,8927,10503,10368,9182
nbis-gene-1319,4135,3302,3122,13470,10933,13352,29350,27182,23662
nbis-gene-1320,4338,3502,2673,4781,3337,4269,2527,3032,2852
nbis-gene-1321,2664,2232,1713,4757,3283,4721,3816,4211,3563
nbis-gene-1322,10241,8426,7091,19770,14623,18036,16159,17251,16433
nbis-gene-1323,5388,4216,3392,11450,8232,10590,6870,8266,8461
nbis-gene-1324,7682,6502,4901,11887,7951,9744,5781,7017,6392
nbis-gene-1325,6688,5480,4606,12070,7723,10726,5654,7701,7478
nbis-gene-1326,65500,57420,50267,123560,94983,104016,118928,144960,134460
nbis-gene-1327,3057,2285,1954,2327,1423,2082,1660,1866,1660
nbis-gene-1328,2428,1976,1615,2036,1303,1704,1455,1743,1503
nbis-gene-1329,1677,1193,1099,1469,1070,1167,1122,1234,1201
nbis-gene-1330,1653,1308,1167,1640,1097,1458,999,1239,1135
nbis-gene-1331,414,284,226,350,199,336,205,256,258
nbis-gene-1332,651,505,401,397,255,335,298,361,313
nbis-gene-1333,388,331,276,365,240,342,348,300,310
nbis-gene-1334,975,772,680,894,581,802,837,792,711
nbis-gene-1335,1963,1325,932,2618,2270,1038,1515,1763,1888
nbis-gene-1336,2406,1923,1801,563,426,441,1386,1389,1146
nbis-gene-1337,1897,1658,1430,527,396,399,1358,1211,1023
nbis-gene-1338,7549,6411,6112,5178,4079,5507,5481,6810,6097
nbis-gene-1339,21317,18345,17747,13925,11099,14009,16257,19037,17482
nbis-gene-1340,6378,5242,4555,17643,15344,15590,17993,19345,19005
nbis-gene-1341,8067,6766,6043,18703,16294,18010,19391,21818,21752
nbis-gene-1342,15347,13868,12616,13275,9175,11053,12536,11995,10767
nbis-gene-1343,4819,3723,3126,6937,4673,6062,4680,5560,5700
nbis-gene-1344,46608,37974,29613,119745,92906,114984,27759,42496,42882
nbis-gene-1345,17531,13423,11056,32638,25976,30715,6430,9646,9784
nbis-gene-1346,10789,8502,6613,15350,13151,13707,3014,4322,4197
nbis-gene-1347,537,477,492,504,345,499,569,521,514
nbis-gene-1348,3186,2899,1995,1444,1012,1260,868,1071,1152
nbis-gene-1349,1935,1420,1334,2205,1683,1965,3049,3121,2849
nbis-gene-1350,1729,1694,1470,1899,1499,1644,998,1212,1156
nbis-gene-1351,2539,2238,1692,2572,2300,2011,1495,1871,1848
nbis-gene-1352,1672,1649,1272,1906,1423,1852,1027,1655,1352
nbis-gene-1353,3046,2239,1887,5501,4067,4807,2737,3242,3221
nbis-gene-1354,2681,1971,1739,4760,3398,3976,2200,2593,2628
nbis-gene-1355,306,157,133,199,229,117,128,135,158
nbis-gene-1356,6151,5556,4941,6546,4877,5718,4455,5626,5540
nbis-gene-1357,3915,3718,3266,3298,2856,3157,2106,2840,2720
nbis-gene-1358,88084,90624,71083,50027,44060,41611,24868,39136,38648
nbis-gene-1359,5891,4727,4024,16503,12443,14819,15660,16185,15641
nbis-gene-1360,6060,4941,4077,13174,10100,12136,12451,14074,12754
nbis-gene-1361,10625,9910,9678,13042,9259,11197,9268,13675,12576
nbis-gene-1362,21057,17200,14892,51111,46709,53565,80200,77330,70449
nbis-gene-1363,2144,1663,1361,5348,3986,4703,4409,5032,4361
nbis-gene-1364,3455,3054,2367,7302,5517,6555,5397,6173,5452
nbis-gene-1365,691,505,431,687,508,610,692,787,685
nbis-gene-1366,4869,4557,3701,8787,6861,7068,4599,5981,6120
nbis-gene-1367,4692,3858,3531,5398,4206,4905,2381,3824,3830
nbis-gene-1368,116,74,76,148,100,122,121,149,146
nbis-gene-1369,1631,1232,1009,1481,1170,1415,987,1316,1283
nbis-gene-1370,1679,1530,1107,2696,1847,2040,2286,2453,2033
nbis-gene-1371,6308,5246,4258,9518,6199,8225,6384,7369,6829
nbis-gene-1372,4349,3620,2851,6474,4716,5708,6804,7272,6334
nbis-gene-1373,7117,5517,5188,10475,7724,10423,13248,13523,12367
nbis-gene-1374,4797,4094,3273,5336,3674,4119,4294,4507,4339
nbis-gene-1375,8532,7079,5964,10468,7446,9200,8083,8933,8290
nbis-gene-1376,520,518,284,484,341,233,158,202,251
nbis-gene-1377,2383,1558,1370,2391,1753,1681,1182,1608,1598
nbis-gene-1378,1925,1561,1372,3376,2593,2747,2305,2962,2776
nbis-gene-1379,26062,26468,22331,7259,5151,6412,4552,5244,5214
nbis-gene-1380,20742,17743,13778,10881,8009,9384,5853,6555,6632
nbis-gene-1381,11773,9100,7123,5707,4797,4870,3282,3839,3964
nbis-gene-1382,4291,3334,2813,6032,4857,4971,4214,4599,4256
nbis-gene-1383,2232,1752,1437,3309,2544,2554,2092,2177,1997
nbis-gene-1384,5429,4234,3780,6497,4922,5929,6457,7015,6210
nbis-gene-1385,657,584,436,778,625,588,657,688,631
nbis-gene-1386,2780,2277,1808,4044,2866,3332,3295,4151,3839
nbis-gene-1387,8262,7633,7104,13304,10307,13528,15453,18493,16293
nbis-gene-1388,810,744,659,647,579,591,649,763,711
nbis-gene-1389,500,533,455,551,402,561,512,701,600
nbis-gene-1390,1050,968,934,1203,828,1079,1019,1199,1123
nbis-gene-1391,7345,6886,5328,5638,3870,4452,3050,3954,3660
nbis-gene-1392,28605,26991,21901,48311,37433,50436,54122,66601,55864
nbis-gene-1393,382,336,249,975,672,934,2289,2557,2166
nbis-gene-1394,297,183,174,720,570,713,1623,1843,1580
nbis-gene-1395,392,314,250,875,742,889,2733,2520,2109
nbis-gene-1396,3158,2609,2094,3487,2370,2800,2541,2903,2648
nbis-gene-1397,1729,1733,1280,2400,1735,2316,1560,1649,1622
nbis-gene-1398,2447,2419,1816,3087,2269,2610,2510,2768,2977
nbis-gene-1399,4573,4069,3692,4387,3081,4531,2906,4294,4142
nbis-gene-1400,12032,9835,8140,5921,4812,4556,5189,5488,5026
nbis-gene-1401,14219,11278,10154,19506,14306,18455,25368,28082,26168
nbis-gene-1402,10375,8505,6635,14095,9132,12460,6672,7966,8442
nbis-gene-1403,1694,1346,1134,2291,1756,1912,2723,2934,2594
nbis-gene-1404,6838,5514,5297,9639,7253,9066,10540,12820,11743
nbis-gene-1405,5002,3753,3531,7675,5292,6792,7048,8480,8109
nbis-gene-1406,8848,7946,7173,10037,8230,8708,7462,10610,9565
nbis-gene-1407,11182,10716,9007,20210,15331,19333,18769,21411,19680
nbis-gene-1408,4734,4542,4040,4448,3319,4152,2407,3174,3314
nbis-gene-1409,841,733,589,2416,1826,2272,5075,4962,4156
nbis-gene-1410,4067,3199,2791,5194,3553,3961,4174,4316,4391
nbis-gene-1411,12160,8798,7509,30858,20765,24296,6260,9911,10419
nbis-gene-1412,7203,5287,4472,19181,11452,16163,3402,5778,5845
nbis-gene-1413,11219,9287,7328,26892,18432,21549,7516,11006,10853
nbis-gene-1414,6090,5012,4060,11984,9095,9722,9588,10222,9965
nbis-gene-1415,744,532,427,2300,1738,2079,998,1365,1219
nbis-gene-1416,322,224,169,1085,757,1005,495,619,592
nbis-gene-1417,262,242,171,977,894,699,396,525,547
nbis-gene-1418,1903,1425,976,5904,4402,4713,2345,3070,3144
nbis-gene-1419,122,76,98,450,253,379,166,250,227
nbis-gene-1420,351,272,220,1122,791,885,446,583,518
nbis-gene-1421,3732,2917,2371,12370,8934,10385,4937,7332,6895
nbis-gene-1422,1335,1026,849,2898,2391,2963,1978,2471,2406
nbis-gene-1423,90,69,61,130,75,95,54,112,87
nbis-gene-1424,53,33,33,49,34,36,20,27,26
nbis-gene-1425,1871,1478,1465,3100,2157,2545,1525,2297,2241
nbis-gene-1426,15186,13301,9295,29748,26258,20192,30689,33412,29798
nbis-gene-1427,2117,2195,1624,6987,5843,6441,5129,6056,5788
nbis-gene-1428,7810,5503,5337,12023,10485,9709,11498,14508,13833
nbis-gene-1429,26075,23023,18018,49680,43887,49297,51117,62923,52547
nbis-gene-1430,3443,3194,2594,3396,2728,2908,2541,3092,2895
nbis-gene-1431,1116,955,799,1315,1015,1101,944,1059,1134
nbis-gene-1432,2040,1522,1449,3305,2004,2685,1666,2548,2713
nbis-gene-1433,1332,1185,976,1068,832,1051,765,1047,1061
nbis-gene-1434,370,291,262,196,178,221,162,224,186
nbis-gene-1435,17925,16710,15470,13256,10224,12921,7218,9976,9789
nbis-gene-1436,606,635,516,740,506,571,522,581,562
nbis-gene-1437,317,278,276,3274,2379,2663,871,1112,1328
nbis-gene-1438,2346,2166,1659,3043,2172,2654,3350,3645,3260
nbis-gene-1439,7708,6063,5665,9696,7095,8960,10166,11415,10976
nbis-gene-1440,561,484,357,825,609,567,580,697,766
nbis-gene-1441,4395,3469,3128,5995,4534,5157,9184,12523,12852
nbis-gene-1442,4368,3312,2626,4511,3157,3997,2288,3169,3005
nbis-gene-1443,657,536,427,408,290,294,158,252,217
nbis-gene-1444,498,359,356,285,181,302,171,215,201
nbis-gene-1445,473,280,276,232,167,173,99,160,155
nbis-gene-1446,384,293,252,258,188,149,125,170,160
nbis-gene-1447,296,195,171,151,109,87,46,68,68
nbis-gene-1448,475,330,261,245,242,149,96,129,178
nbis-gene-1449,724,590,476,454,337,323,161,225,213
nbis-gene-1450,1010,647,613,558,409,390,229,377,298
nbis-gene-1451,1466,875,824,810,543,615,282,479,402
nbis-gene-1452,1017,801,664,633,390,429,169,272,270
nbis-gene-1453,542,358,327,246,243,191,93,129,141
nbis-gene-1454,612,329,355,286,213,124,90,168,145
nbis-gene-1455,372,254,199,228,183,128,89,121,128
nbis-gene-1456,4499,3601,3031,2637,2037,2633,1584,1745,1680
nbis-gene-1457,440,309,328,487,317,394,302,383,392
nbis-gene-1458,1166,1058,967,1208,938,1103,1045,1171,1097
nbis-gene-1459,719,615,443,1042,746,951,867,940,791
nbis-gene-1460,7741,6485,5050,13855,9919,12741,9372,10238,9183
nbis-gene-1461,8416,6914,5292,14950,10718,14493,8434,10015,9670
nbis-gene-1462,5299,4297,3372,8938,6678,7677,3545,4483,4427
nbis-gene-1463,13219,10929,8239,11409,8476,9415,7091,8542,7968
nbis-gene-1464,20533,17130,13373,18339,13955,15401,10530,12525,12326
nbis-gene-1465,14881,14785,11834,15844,12499,16192,11495,14257,13450
nbis-gene-1466,1024,962,740,1127,897,1178,973,1013,997
nbis-gene-1467,1402,1262,1103,1570,1068,1446,1314,1440,1195
nbis-gene-1468,32082,25371,20031,90143,65152,80459,56983,64251,59299
nbis-gene-1469,1793,1624,1391,1179,930,982,973,1158,1067
nbis-gene-1470,2320,1814,1531,1249,957,1062,926,1217,1178
nbis-gene-1471,3723,3033,2664,2511,1756,2625,1869,2360,2307
nbis-gene-1472,9759,8179,6534,14886,10173,13313,12657,14225,14403
nbis-gene-1473,7855,6655,4813,114497,93299,145538,364521,473610,320170
nbis-gene-1474,500,402,347,3425,2167,3282,3581,3876,3521
nbis-gene-1475,320,234,155,1417,855,1308,909,1037,1003
nbis-gene-1476,1764,1281,1065,3674,2239,3257,1999,2425,2047
nbis-gene-1477,864,644,518,786,485,643,202,293,292
nbis-gene-1478,22651,19464,17393,15984,11504,14198,12199,15011,14222
nbis-gene-1479,1463,1074,964,1289,868,1143,471,673,679
nbis-gene-1480,14466,12340,9412,18636,13507,16965,13841,13979,13767
nbis-gene-1481,15938,12846,9445,21875,14871,20449,15014,16257,15622
nbis-gene-1482,1136,930,749,2135,1766,2049,2090,2040,2252
nbis-gene-1483,5649,4698,3378,8580,5703,8264,4445,5286,5097
nbis-gene-1484,4186,3402,2696,6391,4257,5756,4012,4323,4196
nbis-gene-1485,10599,9750,8295,15807,10937,15004,12866,13051,11382
nbis-gene-1486,10293,7221,6106,10353,7349,8868,3429,4375,4684
nbis-gene-1487,4461,3623,2969,5518,4102,5202,3827,4462,4505
nbis-gene-1488,138662,109692,94411,30172,21882,27813,17438,19200,18758
nbis-gene-1489,388,312,246,318,245,258,332,339,393
nbis-gene-1490,497,384,372,296,219,239,135,188,155
nbis-gene-1491,3227,3103,2569,1974,1363,1625,942,1249,1175
nbis-gene-1492,3315,2933,2673,2034,1510,1826,816,1124,1323
nbis-gene-1493,1410,1247,925,869,598,726,379,474,517
nbis-gene-1494,375,349,259,243,175,111,71,96,109
nbis-gene-1495,5874,5085,4542,3729,2780,3880,1468,2345,2269
nbis-gene-1496,3071,2484,1840,3008,1962,2654,1474,1728,1658
nbis-gene-1497,16219,12855,9485,20822,14145,19008,10390,12889,11772
nbis-gene-1498,3607,3211,2672,4731,3563,3849,3076,5283,6204
nbis-gene-1499,849,607,507,945,681,911,855,1288,1281
nbis-gene-1500,22777,17703,13566,59404,39176,53695,43793,46832,43919
nbis-gene-1501,19400,15075,12331,23616,17154,21031,23930,30465,30409
nbis-gene-1502,3969,3132,2678,6820,4231,6314,5073,6063,5608
nbis-gene-1503,513283,445299,352023,366522,285487,347716,172396,234558,227164
nbis-gene-1504,420276,360704,296324,212432,168561,189713,100829,133486,136994
nbis-gene-1505,157683,132250,106019,76066,59650,66069,31730,47025,48457
nbis-gene-1506,123775,100363,78866,58002,42714,50631,25722,39341,40417
nbis-gene-1507,21464,17135,14715,9937,7663,8734,4005,5959,6400
nbis-gene-1508,218658,183560,148578,124592,89350,112238,60097,77937,75637
nbis-gene-1509,264981,219511,178597,177634,122892,163371,63401,93620,91639
nbis-gene-1510,10332,7989,6423,4714,3454,3964,2133,2938,2949
nbis-gene-1511,47484,42672,32004,22750,18485,18960,12711,16062,17481
nbis-gene-1512,65115,57321,42689,31073,24000,23288,14624,19175,23009
nbis-gene-1513,47487,44490,32433,19382,13954,14876,7192,9724,10462
nbis-gene-1514,99135,90560,68472,41971,30521,35018,16702,21906,21763
nbis-gene-1515,24414,19335,15257,23893,17090,22945,6470,10503,10902
nbis-gene-1516,2333,2032,1531,3020,1819,2304,662,1142,1246
nbis-gene-1517,6594,4864,3897,6236,4520,5108,1898,2945,3099
nbis-gene-1518,5114,3962,3151,4953,3910,4741,1822,2913,2929
nbis-gene-1519,7587,6107,5211,7626,5471,7583,3213,4543,4490
nbis-gene-1520,2076,1479,1284,2361,1494,2110,1064,1397,1438
nbis-gene-1521,12917,10121,8160,13269,9272,12538,5230,7479,7416
nbis-gene-1522,4736,3822,2997,4685,3136,4407,1570,2380,2393
nbis-gene-1523,35421,29203,22966,25484,17522,23538,6693,11251,11786
nbis-gene-1524,3792,3059,2411,4717,3325,3506,1747,2642,2738
nbis-gene-1525,4618,3786,3137,6412,4333,5347,2580,3573,3741
nbis-gene-1526,25116,19803,15757,113474,83188,110345,144500,132101,108113
nbis-gene-1527,5925,4226,3450,29849,22294,29664,36340,36037,29959
nbis-gene-1528,4048,2967,2576,21061,15435,21942,30033,27737,23858
nbis-gene-1529,2216,1739,1317,11592,8954,11343,15135,14381,12330
nbis-gene-1530,17561,15570,12752,5170,3701,4251,2885,3471,3873
nbis-gene-1531,7806,6099,5025,3779,3079,3313,1386,1653,1542
nbis-gene-1532,12999,10386,8553,6554,5039,5374,1864,2185,2270
nbis-gene-1533,379,256,286,354,363,354,535,630,512
nbis-gene-1534,36971,29899,24010,35773,25106,30987,22052,26944,27193
nbis-gene-1535,2392,1939,1606,2162,1567,1911,945,1289,1317
nbis-gene-1536,672,459,422,742,573,507,350,450,449
nbis-gene-1537,1463,1201,886,1675,1108,1466,689,854,877
nbis-gene-1538,10991,8225,6156,37325,23971,32002,14505,20225,19363
nbis-gene-1539,6520,5431,4117,11856,7634,10643,4565,7109,6885
nbis-gene-1540,79663,65632,49514,100658,68965,88573,64605,69901,62762
nbis-gene-1541,5225,3649,2715,5205,3816,3451,2081,2506,2771
nbis-gene-1542,6181,4881,4244,5602,3685,5032,2432,3500,3443
nbis-gene-1543,13094,12603,10304,12246,9322,10324,10726,10835,9999
nbis-gene-1544,3179,2872,2401,4022,2620,3127,4082,3896,3570
nbis-gene-1545,2181,1686,1388,2702,1926,2305,2277,2757,2489
nbis-gene-1546,7766,6371,4842,10707,7334,9515,7148,8555,7702
nbis-gene-1547,6241,5227,4452,7701,5262,7305,5698,6513,6177
